"NAME_FGENE","MODEL_LOC_ID","GOSLIM_ID","KEYWORD_CATEGORY","GOSLIM_TERM","ANNOTATED_BY","TAIR_ID"
"chrChr1_mRNA_6294_40409611","LOC_Os01g69920.3","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G27320"
"chrChr1_mRNA_6314_40572823","LOC_Os01g70110.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G13180"
"chrChr1_mRNA_6330_40654238","LOC_Os01g70220.1","GO:0040029","P","regulation of gene expression, epigenetic","IEA","TAIR:AT5G13960"
"chrChr1_mRNA_6383_40971055","LOC_Os01g70780.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G62770"
"chrChr1_mRNA_3724_24618581","LOC_Os01g43150.2","GO:0006950","P","response to stress","IEA","TAIR:AT5G53170"
"chrChr1_mRNA_6202_39828456","LOC_Os01g68560.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G26630"
"chrChr1_mRNA_6210_39857842","LOC_Os01g68630.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G51640"
"chrChr1_mRNA_5504_35888562","LOC_Os01g61990.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G12360"
"chrChr1_mRNA_5520_35966918","LOC_Os01g62130.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G28710"
"chrChr1_mRNA_6180_39726984","LOC_Os01g68370.4","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G24650"
"chrChr1_mRNA_6180_39726984","LOC_Os01g68370.4","GO:0009790","P","embryo development","IEA","TAIR:AT3G24650"
"chrChr1_mRNA_6181_39730285","LOC_Os01g68380.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G23980"
"chrChr1_mRNA_6288_40344374","LOC_Os01g69850.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G30260"
"chrChr1_mRNA_6232_40018401","LOC_Os01g68870.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G07280"
"chrChr1_mRNA_6241_40073753","LOC_Os01g68970.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G64930"
"chrChr1_mRNA_5642_36666965","LOC_Os01g63260.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G38050"
"chrChr11_mRNA_706_4252444","LOC_Os01g63260.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G38050"
"chrChr1_mRNA_5554_36146280","LOC_Os01g62440.2","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G02250"
"chrChr1_mRNA_5572_36251954","LOC_Os01g62605.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G39705"
"chrChr8_mRNA_1258_8346558","LOC_Os01g62840.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G39770"
"chrChr8_mRNA_1258_8346558","LOC_Os01g62840.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G39770"
"chrChr1_mRNA_5603_36431034","LOC_Os01g62900.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G39800"
"chrChr1_mRNA_5605_36449951","LOC_Os01g62920.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G02030"
"chrChr1_mRNA_5643_36676478","LOC_Os01g63270.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G46970"
"chrChr1_mRNA_3588_23651499","LOC_Os01g41750.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G34930"
"chrChr1_mRNA_3602_23776466","LOC_Os01g41750.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G34930"
"chrChr1_mRNA_6533_41914684","LOC_Os01g72290.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G09560"
"chrChr1_mRNA_6480_41598691","LOC_Os01g71810.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G16260"
"chrChr1_mRNA_6483_41598687","LOC_Os01g71820.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G16260"
"chrChr1_mRNA_6483_41598687","LOC_Os01g71820.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G16260"
"chrChr9_mRNA_2431_17327622","LOC_Os01g72100.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G24620"
"chrChr9_mRNA_2431_17327622","LOC_Os01g72100.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G24620"
"chrChr1_mRNA_5551_36129471","LOC_Os01g62420.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G55440"
"chrChr1_mRNA_6550_42018073","LOC_Os01g72460.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G27890"
"chrChr1_mRNA_6553_42039335","LOC_Os01g72490.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G12330"
"chrChr1_mRNA_5533_36030895","LOC_Os01g62260.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G28790"
"chrChr1_mRNA_4942_32502957","LOC_Os01g56380.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G20340"
"chrChr1_mRNA_5917_38279030","LOC_Os01g65920.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G21410"
"chrChr1_mRNA_6010_38795480","LOC_Os01g66820.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G48380"
"chrChr1_mRNA_3685_24360437","LOC_Os01g42800.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G34090"
"chrChr1_mRNA_5752_37358205","LOC_Os01g64360.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G38090"
"chrChr1_mRNA_5821_37773994","LOC_Os01g65080.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G34370"
"chrChr1_mRNA_4225_28076428","LOC_Os01g48920.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G61710"
"chrChr2_mRNA_115_640452","LOC_Os02g02140.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G28650"
"chrChr2_mRNA_121_668965","LOC_Os02g02190.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G08090"
"chrChr2_mRNA_124_697321","LOC_Os02g02210.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G22200"
"chrChr3_mRNA_187_1036671","LOC_Os03g02750.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G04110"
"chrChr3_mRNA_203_1176178","LOC_Os03g02920.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G05260"
"chrChr2_mRNA_5313_35772124","LOC_Os02g58500.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G19690"
"chrChr2_mRNA_300_1697142","LOC_Os02g03960.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G34590"
"chrChr2_mRNA_191_1111999","LOC_Os02g02880.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G21070"
"chrChr2_mRNA_660_3868115","LOC_Os02g07490.1","GO:0009908","P","flower development","IEA","TAIR:AT1G79530"
"chrChr2_mRNA_490_2928922","LOC_Os02g05900.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G13000"
"chrChr2_mRNA_497_2962177","LOC_Os02g05950.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G72300"
"chrChr2_mRNA_626_3669323","LOC_Os02g07120.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G02560"
"chrChr2_mRNA_468_2798833","LOC_Os02g05700.2","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G57360"
"chrChr2_mRNA_468_2798833","LOC_Os02g05700.2","GO:0007165","P","signal transduction","IEA","TAIR:AT5G57360"
"chrChr2_mRNA_480_2874951","LOC_Os02g05830.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G67090"
"chrChr2_mRNA_698_4103387","LOC_Os02g07830.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G10310"
"chrChr2_mRNA_444_2646360","LOC_Os02g05480.2","GO:0007165","P","signal transduction","IEA","TAIR:AT1G10210"
"chrChr2_mRNA_1003_6183755","LOC_Os02g11930.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G47570"
"chrChr2_mRNA_562_3279603","LOC_Os02g06560.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G10265"
"chrChr2_mRNA_570_3339094","LOC_Os02g06630.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G11290"
"chrChr2_mRNA_438_2577229","LOC_Os02g05440.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G24630"
"chrChr2_mRNA_444_2646360","LOC_Os02g05480.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G10210"
"chrChr2_mRNA_766_4578257","LOC_Os02g08500.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G25180"
"chrChr2_mRNA_995_6110092","LOC_Os02g11820.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G13350"
"chrChr2_mRNA_548_3204086","LOC_Os02g06410.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G15330"
"chrChr2_mRNA_861_5146169","LOC_Os02g09920.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G01460"
"chrChr2_mRNA_745_4423146","LOC_Os02g08320.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G24150"
"chrChr2_mRNA_942_5688756","LOC_Os02g10760.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G15360"
"chrChr2_mRNA_942_5688756","LOC_Os02g10760.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G15360"
"chrChr2_mRNA_944_5706636","LOC_Os02g10780.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT2G26660"
"chrChr2_mRNA_28_158662","LOC_Os02g01280.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G55490"
"chrChr1_mRNA_6756_43141847","LOC_Os01g74490.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G02600"
"chrChr2_mRNA_249_1402582","LOC_Os02g03450.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G45200"
"chrChr2_mRNA_1476_9641620","LOC_Os02g16909.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G52240"
"chrChr2_mRNA_324_1858223","LOC_Os02g04230.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT3G18040"
"chrChr2_mRNA_3071_21451339","LOC_Os02g35690.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G14180"
"chrChr2_mRNA_3071_21451339","LOC_Os02g35690.1","GO:0009790","P","embryo development","IEA","TAIR:AT3G14180"
"chrChr2_mRNA_603_3486813","LOC_Os02g06910.1","GO:0009908","P","flower development","IEA","TAIR:AT1G30330"
"chrChr2_mRNA_603_3486813","LOC_Os02g06910.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G30330"
"chrChr2_mRNA_3284_22924459","LOC_Os02g37920.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G02460"
"chrChr2_mRNA_3285_22927600","LOC_Os02g37930.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G27760"
"chrChr2_mRNA_692_4073890","LOC_Os02g07780.1","GO:0009908","P","flower development","IEA","TAIR:AT5G43270"
"chrChr1_mRNA_4004_26537108","LOC_Os01g46610.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G65930"
"chrChr2_mRNA_3380_23527156","LOC_Os02g38920.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G04120"
"chrChr2_mRNA_3304_23066544","LOC_Os02g38130.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G25580"
"chrChr2_mRNA_3323_23177585","LOC_Os02g38340.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G13180"
"chrChr2_mRNA_3352_23319567","LOC_Os02g38680.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G48470"
"chrChr2_mRNA_3363_23432540","LOC_Os02g38780.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G25070"
"chrChr2_mRNA_3422_23744109","LOC_Os02g39330.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G54420"
"chrChr2_mRNA_3422_23744109","LOC_Os02g39330.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G54420"
"chrChr2_mRNA_3425_23759256","LOC_Os02g39360.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G06040"
"chrChr2_mRNA_2474_17085385","LOC_Os02g28870.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G07360"
"chrChr2_mRNA_2275_15521497","LOC_Os02g26430.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G31550"
"chrChr11_mRNA_121_680034","LOC_Os02g24720.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G59320"
"chrChr12_mRNA_131_723298","LOC_Os02g24720.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G59320"
"chrChr11_mRNA_121_680034","LOC_Os02g24720.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G59320"
"chrChr2_mRNA_2113_14355594","LOC_Os02g24740.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G34760"
"chrChr2_mRNA_2193_14993674","LOC_Os02g25640.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G03880"
"chrChr2_mRNA_2315_15765780","LOC_Os02g26850.1","GO:0009790","P","embryo development","IEA","TAIR:AT2G34570"
"chrChr2_mRNA_2328_15836020","LOC_Os02g26984.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G58100"
"chrChr2_mRNA_1373_9042134","LOC_Os02g15950.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G61590"
"chrChr2_mRNA_1313_8536374","LOC_Os02g15270.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G18593"
"chrChr2_mRNA_1442_9446779","LOC_Os02g16540.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G52830"
"chrChr2_mRNA_1442_9446779","LOC_Os02g16540.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G52830"
"chrChr2_mRNA_1442_9446779","LOC_Os02g16540.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G52830"
"chrChr2_mRNA_2751_19097394","LOC_Os02g32340.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G80260"
"chrChr2_mRNA_2788_19437743","LOC_Os02g32730.1","GO:0009790","P","embryo development","IEA","TAIR:AT5G22510"
"chrChr2_mRNA_1257_8093845","LOC_Os02g14680.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G01070"
"chrChr2_mRNA_1262_8135122","LOC_Os02g14730.1","GO:0009908","P","flower development","IEA","TAIR:AT1G17110"
"chrChr2_mRNA_1209_7723687","LOC_Os02g14130.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G30980"
"chrChr2_mRNA_1214_7760994","LOC_Os02g14170.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G05340"
"chrChr2_mRNA_215_1237099","LOC_Os02g03120.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G02800"
"chrChr2_mRNA_233_1326923","LOC_Os02g03280.2","GO:0006950","P","response to stress","IEA","TAIR:AT5G47120"
"chrChr2_mRNA_233_1326923","LOC_Os02g03280.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G47120"
"chrChr2_mRNA_3140_21976544","LOC_Os02g36380.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G08920"
"chrChr2_mRNA_3198_22348185","LOC_Os02g37000.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G40770"
"chrChr1_mRNA_5089_33463754","LOC_Os01g57870.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G26090"
"chrChr2_mRNA_2874_20011829","LOC_Os02g33610.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G63420"
"chrChr2_mRNA_2964_20751320","LOC_Os02g34600.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G10940"
"chrChr2_mRNA_2967_20767582","LOC_Os02g34630.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G58220"
"chrChr2_mRNA_2967_20767582","LOC_Os02g34630.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G58220"
"chrChr2_mRNA_2989_20900191","LOC_Os02g34850.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G77300"
"chrChr2_mRNA_4166_28726783","LOC_Os02g47060.1","GO:0009790","P","embryo development","IEA","TAIR:AT2G34830"
"chrChr2_mRNA_4177_28802911","LOC_Os02g47180.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G33270"
"chrChr2_mRNA_4137_28560020","LOC_Os02g46780.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G79180"
"chrChr2_mRNA_4034_27875979","LOC_Os02g45770.1","GO:0009908","P","flower development","IEA","TAIR:AT2G45650"
"chrChr2_mRNA_4043_27934689","LOC_Os02g45850.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G01030"
"chrChr2_mRNA_4694_32098710","LOC_Os02g52460.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G02820"
"chrChr2_mRNA_4242_29270114","LOC_Os02g47850.3","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT3G27740"
"chrChr2_mRNA_4244_29285009","LOC_Os02g47870.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G20570"
"chrChr2_mRNA_4246_29294574","LOC_Os02g47890.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G23740"
"chrChr2_mRNA_4156_28680864","LOC_Os02g46970.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G65060"
"chrChr2_mRNA_4162_28701850","LOC_Os02g47020.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G32060"
"chrChr2_mRNA_4166_28726783","LOC_Os02g47060.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G34830"
"chrChr2_mRNA_4670_31967805","LOC_Os02g52210.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G27420"
"chrChr2_mRNA_4390_30192481","LOC_Os02g49410.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G21970"
"chrChr2_mRNA_4392_30208303","LOC_Os02g49440.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G60850"
"chrChr2_mRNA_3550_24575337","LOC_Os02g40514.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G20490"
"chrChr2_mRNA_3571_24690884","LOC_Os02g40730.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G64780"
"chrChr2_mRNA_4452_30557558","LOC_Os02g50010.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G57930"
"chrChr2_mRNA_3483_24132135","LOC_Os02g51060.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G03760"
"chrChr2_mRNA_3628_25162880","LOC_Os02g41860.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G37170"
"chrChr2_mRNA_4543_31171975","LOC_Os02g50970.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G73660"
"chrChr2_mRNA_4566_31312787","LOC_Os02g51180.1","GO:0009908","P","flower development","IEA","TAIR:AT1G26830"
"chrChr2_mRNA_4577_31414131","LOC_Os02g51300.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G65510"
"chrChr2_mRNA_4770_32507151","LOC_Os02g53120.1","GO:0009790","P","embryo development","IEA","TAIR:AT4G22970"
"chrChr2_mRNA_3602_24915877","LOC_Os02g41550.2","GO:0009908","P","flower development","IEA","TAIR:AT1G04400"
"chrChr2_mRNA_3602_24915877","LOC_Os02g41550.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G04400"
"chrChr2_mRNA_3575_24724116","LOC_Os02g40784.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G02205"
"chrChr2_mRNA_4764_32468549","LOC_Os02g53060.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G31300"
"chrChr2_mRNA_4829_32836481","LOC_Os02g53680.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G06510"
"chrChr2_mRNA_3979_27416559","LOC_Os02g45170.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G27230"
"chrChr2_mRNA_3500_24264204","LOC_Os02g40070.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G17430"
"chrChr2_mRNA_3516_24350730","LOC_Os02g40240.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G47090"
"chrChr2_mRNA_3463_24000931","LOC_Os02g39740.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G08010"
"chrChr2_mRNA_3486_24153073","LOC_Os02g39930.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G58070"
"chrChr2_mRNA_3696_25626748","LOC_Os02g42600.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G21670"
"chrChr2_mRNA_3972_27360447","LOC_Os02g45110.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G10760"
"chrChr2_mRNA_3972_27360447","LOC_Os02g45110.1","GO:0009790","P","embryo development","IEA","TAIR:AT4G10760"
"chrChr2_mRNA_3672_25465734","LOC_Os02g42350.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G22300"
"chrChr3_mRNA_615_3738868","LOC_Os03g07360.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G47500"
"chrChr2_mRNA_3766_26143319","LOC_Os02g43330.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G46680"
"chrChr2_mRNA_3861_26689426","LOC_Os02g44130.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G02030"
"chrChr2_mRNA_4194_28921792","LOC_Os02g47370.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G38250"
"chrChr4_mRNA_4012_26615591","LOC_Os02g58210.2","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G11950"
"chrChr2_mRNA_4673_31997696","LOC_Os02g52250.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G77180"
"chrChr2_mRNA_4683_32038935","LOC_Os02g52340.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G22540"
"chrChr2_mRNA_347_1979693","LOC_Os02g04480.1","GO:0009908","P","flower development","IEA","TAIR:AT3G55220"
"chrChr2_mRNA_349_1991843","LOC_Os02g04490.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G79000"
"chrChr2_mRNA_4420_30381303","LOC_Os02g49700.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G01470"
"chrChr2_mRNA_5330_35838365","LOC_Os02g58640.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G12400"
"chrChr3_mRNA_102_549939","LOC_Os03g01890.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G60690"
"chrChr3_mRNA_111_602507","LOC_Os03g01970.1","GO:0040029","P","regulation of gene expression, epigenetic","IEA","TAIR:AT5G09860"
"chrChr2_mRNA_4984_33864842","LOC_Os02g55320.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G25180"
"chrChr2_mRNA_4919_33469138","LOC_Os02g54640.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G29100"
"chrChr2_mRNA_4943_33633614","LOC_Os02g54910.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G30510"
"chrChr2_mRNA_4952_33700415","LOC_Os02g55010.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G01780"
"chrChr2_mRNA_4965_33769298","LOC_Os02g55130.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G30610"
"chrChr2_mRNA_4965_33769298","LOC_Os02g55130.2","GO:0007165","P","signal transduction","IEA","TAIR:AT4G30610"
"chrChr3_mRNA_220_1327450","LOC_Os03g03150.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G22910"
"chrChr2_mRNA_722_4280502","LOC_Os02g08100.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G51680"
"chrChr3_mRNA_268_1625098","LOC_Os03g03660.3","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G17290"
"chrChr2_mRNA_4863_33117303","LOC_Os02g54060.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G20720"
"chrChr3_mRNA_542_3371375","LOC_Os03g06670.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G54560"
"chrChr3_mRNA_542_3371375","LOC_Os03g06670.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G54560"
"chrChr3_mRNA_537_3324598","LOC_Os03g06610.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G14723"
"chrChr3_mRNA_319_1955959","LOC_Os03g04260.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G03190"
"chrChr3_mRNA_381_2367856","LOC_Os03g04920.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G04120"
"chrChr3_mRNA_436_2715918","LOC_Os03g05480.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G48430"
"chrChr3_mRNA_446_2804141","LOC_Os03g05610.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G38940"
"chrChr2_mRNA_5175_35013576","LOC_Os02g57180.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G20360"
"chrChr2_mRNA_5176_35026208","LOC_Os02g57190.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G43900"
"chrChr3_mRNA_718_4345716","LOC_Os03g08460.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G72360"
"chrChr3_mRNA_718_4345716","LOC_Os03g08460.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G72360"
"chrChr3_mRNA_705_4236724","LOC_Os03g08320.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G74950"
"chrChr2_mRNA_5163_34937314","LOC_Os02g57060.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G17740"
"chrChr3_mRNA_730_4416654","LOC_Os03g08580.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G42900"
"chrChr2_mRNA_5117_34673360","LOC_Os02g56600.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G28530"
"chrChr3_mRNA_155_870848","LOC_Os03g02440.2","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G24320"
"chrChr3_mRNA_1869_11838970","LOC_Os03g20900.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G04030"
"chrChr3_mRNA_838_5134303","LOC_Os03g10140.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G66730"
"chrChr3_mRNA_838_5134303","LOC_Os03g10140.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G66730"
"chrChr3_mRNA_796_4829533","LOC_Os03g09250.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G22240"
"chrChr3_mRNA_754_4545306","LOC_Os03g08810.1","GO:0009790","P","embryo development","IEA","TAIR:AT5G62440"
"chrChr3_mRNA_1820_11531950","LOC_Os03g20380.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G26980"
